naId,type,score,contributor,scopeAndContentNote,records_type,title,parent_series_title,start_date,end_date,creator,thumbnail,record_group,archive,tags
536096,description,0.03235782,"Clark, Fred, photographer","The full caption for this photograph reads: Poston, Arizona. Evacuee fire truck crew members prepare for eventualities at this War Relocation Authority center for evacuees of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536096/opa-renditions/thumbnails/20-1552M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
536108,description,0.03235782,"Clark, Fred, photographer","The full caption for this photograph reads: Poston, Arizona. Site Number 1 Arrival of evacuees of Japanese ancestry at this War Relocation Authority center.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536108/opa-renditions/thumbnails/20-1564M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538573,description,0.03230871,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Dance in the social hall at this War Relocation Authority center where evacuees of Japanese ancestry are spending the duration.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538573/opa-renditions/thumbnails/21-1973M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538502,description,0.03230871,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Ready to pass into dining room at Manzanar, a War Relocation Authority center for evacuees of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538502/opa-renditions/thumbnails/21-1902M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538170,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Mealtime in one of the messhalls at this War Relocation Authority center for evacuees of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538170/opa-renditions/thumbnails/21-1572M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538171,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. A chef of Japanese ancestry at this War Relocation Authority center. Evacuees find opportunities to follow their callings.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538171/opa-renditions/thumbnails/21-1573M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538180,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. In the Art School at this War Relocation Authority center for evacuees of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538180/opa-renditions/thumbnails/21-1582M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538128,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Street scene of barrack homes at this War Relocation Authority Center. The windstorm has subsided and the dust has settled.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538128/opa-renditions/thumbnails/21-1533M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538155,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. View of side of barrack building at this War Relocation Authority center for evacuees of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538155/opa-renditions/thumbnails/21-1557M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538052,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Hoeing corn on the farm project at this War Relocation Authority center. 125 acres of land have already been cleared and put into crops.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538052/opa-renditions/thumbnails/21-1458M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538054,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Hoeing corn on the farm project at his War Relocation Authority center for evacuees of Japanese ancestry. 125 acres have already been cleared and put into crops.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538054/opa-renditions/thumbnails/21-1460M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538027,description,0.03230871,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. A view of section of the lath house at this War Relocation Authority center where seedlings are propagated by experienced nurserymen in the guayule rubber experiment work.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538027/opa-renditions/thumbnails/21-1433M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
537146,description,0.03230871,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Tule Lake Relocation Center, Newell, California. Robert Cozzens, field Director of the War Relocation Authority, discusses potato planting with on of the Evacuee farmers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/537146/opa-renditions/thumbnails/20-2595M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
537009,description,0.03230871,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Topaz, Utah. A view of the water tower, which supplies water to the residents of this War Relocation Authority center, for evacuees of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/537009/opa-renditions/thumbnails/20-2458M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
536920,description,0.03230871,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Tule Lake Relocation Center, Newell, California. A complaint is filed, by a resident of this War Relocation Authority Center, at the Warden's Office.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536920/opa-renditions/thumbnails/20-2370M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
536294,description,0.03230871,"Clark, Fred, photographer","The full caption for this photograph reads: Poston, Arizona. Construction of buildings for evacuees of Japanese ancestry at this War Relocation Authority center. Foreman ""Nig"" Jones timed the erection of 16 buildings in 22 minutes.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536294/opa-renditions/thumbnails/20-1749M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
536223,description,0.03230871,"Albers, Clem","The full caption for this photograph reads: Tule Lake Relocation Center, Tule Lake California. Construction begins on a War Relocation Authority center for evacuees of Japanese ancestry near Tule Lake in Modoc County, California south of the Oregon border.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536223/opa-renditions/thumbnails/20-1678M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
